movie_odid,display_name,release_date,territory,release_pattern,distributor
103190100,On The Run,2000-09-15,North America,Wide,
103200100,Strictly Sinatra,2001-06-22,North America,Wide,
103210100,Hell's Highway,2003-06-27,North America,Limited,
103220100,Lilian's Story,1999-03-26,North America,Wide,Phaedra Cinema
103230100,The Trials of Darryl Hunt,2007-06-15,North America,Limited,ThinkFilm
103240100,R2PC: Road to Park City,2001-01-26,North America,Wide,
103250100,Dead Heart,1997-11-28,North America,Wide,
103260100,Twin Sisters,2005-05-06,North America,Limited,Miramax
103270100,Placebo Effect,2000-01-21,North America,Wide,Phaedra Cinema
103280100,The Color of Olives,2006-07-12,North America,Limited,Arab Film Distribution
103290100,The Opera Lover,2002-09-27,North America,Limited,Outrider Pictures
103300100,Wallowitch & Ross: This Moment,1999-12-10,North America,Wide,First Run Features
103310100,"Love, Honour and Obey",2001-02-09,North America,Wide,
103320100,The Ister,2006-02-10,North America,Limited,First Run/Icarus
103330100,Creature,2000-01-14,North America,Wide,Seventh Art Releasing
103340100,"Skin of Man, Heart of Beast",2002-06-21,North America,Wide,
103350100,The Milky Way,1999-01-22,North America,Wide,Kino International
103360100,Fall of Hyperion,2008-10-10,North America,Limited,Regent Releasing
103370100,The Empire in Africa,2006-12-08,North America,Limited,Cinema Libre
103380100,The Letter: An American Town and the 'Somali Invasion',2005-02-09,North America,Limited,Arab Film Distribution
103390100,Shwaas,2004-12-10,North America,Limited,Kathi Arts
103400100,Le Chal Apne Sang,2000-03-17,North America,Wide,Eros Entertainment
103410100,Kill By Inches,2001-10-26,North America,Wide,
103420100,The Trial of Old Drum,2000-05-26,North America,Wide,
103430100,Flashbacks of a Fool,2008-10-17,North America,Limited,Anchor Bay Entertainment
103440100,Das boot ist voll,1981-10-23,North America,Wide,Castle Hill Productions
103440100,Das boot ist voll,2005-03-11,North America,Limited,Castle Hill Productions
103450100,Eastside,2000-06-16,North America,Wide,
103460100,She’s One of Us,2005-01-21,North America,Limited,Leisure Time Features
103470100,Rocky Road,2001-09-21,North America,Wide,
103480100,Geboren in Absurdistan,2001-01-26,North America,Wide,
103490100,Oublier Cheyenne,2007-12-07,North America,Exclusive,Regent Releasing
103500100,Sweet Jane,2000-07-14,North America,Wide,
103510100,The Trouble with Men and Women,2006-08-11,North America,Limited,IFC Films
103520100,Independent Spirits: Faith Hubely/John Hubley,2003-11-28,North America,Limited,
103530100,What Boys Like,2004-02-27,North America,Limited,
103540100,Superstar Female Serial Killer,2000-03-24,North America,Wide,
103550100,Vietnam Long Time Coming,1998-11-25,North America,Wide,
103560100,Au-delà de la haine,2007-06-15,North America,Limited,First Run Features
103570100,Flushed,1999-08-13,North America,Wide,
103580100,The Lonely Affair of the Heart,2002-09-27,North America,Limited,
103590100,El telón de azúcar,2007-07-25,North America,Exclusive,First Run/Icarus
103600100,Act of God,2009-07-31,North America,Limited,Zeitgeist
103630100,How to be a Serial Killer,2009-07-24,North America,Limited,Monterey Media
103640100,In Her Line of Fire,2006-04-21,North America,Limited,Regent Releasing
103650100,Soft Toilet Seats,2000-03-10,North America,Wide,
103660100,This is not an Exit: The Fictional World of Bret Easton Ellis,2000-04-07,North America,Wide,
103670100,The Road to Love,2004-07-02,North America,Wide,Arab Film Distribution
103680100,800 balas,2004-10-29,North America,Limited,TLA Releasing
103690100,Underground Comedy Movie,1999-05-14,North America,Wide,Phaedra Cinema
103700100,It's a Boy-Girl Thing,2007-12-07,North America,Limited,Icon Film Distribution
103710100,Lauzon Lauzone,2001-03-23,North America,Wide,
103720100,Doing Time for Patsy Cline,2006-03-03,North America,Limited,Oilrag Productions
103730100,Issues,2006-10-06,North America,Limited,Bullz Eye
103740100,Port Djema,1999-01-01,North America,Wide,Shadow
103750100,Echoes,2002-04-12,North America,Wide,
103760100,Flakes,2007-12-19,North America,Exclusive,IFC Films
103770100,Uncut,2006-06-16,North America,Limited,Strand
103780100,A New Day In Old Sana'a,2006-11-10,North America,Limited,Arab Film Distribution
103790100,Out of the Blue,2007-10-19,North America,Exclusive,IFC Films
103800100,Hallelujah! Ron Athey: A Story of Deliverance,1998-12-04,North America,Wide,Artistic License
103810100,A Perfect Son,2001-02-02,North America,Wide,
103820100,How to Rob a Bank,2008-02-06,North America,Exclusive,IFC Films
103830100,The Jimmy Show,2002-12-13,North America,Wide,
103840100,A House on a Hill,2003-11-14,North America,Limited,
103860100,Beyond Belief,2008-02-29,North America,Exclusive,Film Sales Company
103870100,Protection,2001-01-26,North America,Wide,
103880100,Besotted,2002-11-01,North America,Limited,Artistic License
103890100,Da wan,2003-01-17,North America,Limited,Sony Pictures Classics
103900100,Olympia,1999-05-21,North America,Wide,
103910100,Steve + Sky,2005-07-08,North America,Limited,Lifesize Entertainment
103920100,"Jesus, You Know",2004-12-03,North America,Limited,Leisure Time Features
103930100,Lipgloss Explosion,2001-04-27,North America,Wide,
103940100,Summerspell,1999-07-02,North America,Wide,
103950100,My Father's Angel,2000-12-01,North America,Wide,
103960100,Disfigured,2008-07-18,North America,Limited,Cinema Libre
103970100,The Gospel According to Philip K. Dick,2001-03-02,North America,Wide,
103980100,Notes on Marie Menken,2007-02-09,North America,Limited,First Run/Icarus
104000100,Cold Around the Heart,1997-11-07,North America,Wide,20th Century Fox
104020100,Fallen,2007-06-29,North America,Limited,Kino International
104030100,The Lazarus Child,2007-11-30,North America,Limited,Alliance Films
104040100,Rome & Jewel,2008-11-28,North America,Limited,Emerging Pictures
104050100,The Dark Hours,2005-10-13,North America,Limited,Freestyle Releasing
104060100,"Patrik, Age 1.5",2009-08-14,North America,Limited,
104060100,"Patrik, Age 1.5",2010-08-06,North America,Limited,Here Films
104070100,The Rise and Fall of Miss Thang,2008-08-14,North America,Limited,Lavender House Films
104080100,I for India,2008-01-11,North America,Exclusive,First Run/Icarus
104090100,The Comedians of Comedy,2005-11-11,North America,Limited,Vitagraph Films
104100100,Sorority Girls' Revenge,2001-09-21,North America,Wide,
104110100,My Favorite Hitler Youth: Just Like You & Me,2006-08-04,North America,Limited,Self Distributed
104120100,El Tinte de la Fama,2009-08-07,North America,Limited,Cinevolve Studios
104130100,The Marsh,2007-03-23,North America,Limited,Alliance Films
104140100,The Hillside Strangler,2004-09-24,North America,Limited,Tartan Films
104150100,Intervention,2007-11-30,North America,Limited,Alliance Films
104160100,Guta-yubalja-deul,2008-01-04,North America,Limited,Imaginasian
104180100,Trojan War,1997-09-26,North America,Limited,Warner Bros.
104190100,Made in Jamaica,2009-01-23,North America,Limited,ArtMattan Productions
104200100,Ground Zero,2000-05-26,North America,Wide,
104210100,Pride,2001-07-27,North America,Wide,
104220100,The Objective,2009-02-04,North America,Limited,IFC Films
104230100,Perro come perro,2009-01-23,North America,Limited,
104240100,Seventh Heaven,1998-07-31,North America,Wide,Zeitgeist
104250100,Zyzzyx Rd.,2006-02-24,North America,Limited,Regent Releasing
104260100,Los abrazos rotos,2009-11-20,North America,Limited,Sony Pictures Classics
104330100,The Cake Eaters,2009-03-09,North America,Limited,7-57 Releasing
104400100,Dumbo,1941-10-23,North America,Wide,
104400100,Dumbo,2012-05-11,Australia,Wide,
104420100,Lincoln,2012-11-09,North America,Limited,Walt Disney
104420100,Lincoln,2012-11-16,North America,Expands Wide,Walt Disney
104420100,Lincoln,2013-01-18,Mexico,Wide,
104420100,Lincoln,2013-01-18,Spain,Wide,
104420100,Lincoln,2013-01-23,Belgium,Wide,
104420100,Lincoln,2013-01-24,Chile,Wide,
104420100,Lincoln,2013-01-24,Czech Republic,Wide,
104420100,Lincoln,2013-01-24,Germany,Wide,
104420100,Lincoln,2013-01-24,Greece,Wide,
104420100,Lincoln,2013-01-24,Israel,Wide,
104420100,Lincoln,2013-01-24,Italy,Wide,
104420100,Lincoln,2013-01-24,Russia (CIS),Wide,
104420100,Lincoln,2013-01-24,Slovakia,Wide,
104420100,Lincoln,2013-01-24,Slovenia,Wide,
104420100,Lincoln,2013-01-24,Switzerland,Wide,
104420100,Lincoln,2013-01-25,Austria,Wide,
104420100,Lincoln,2013-01-25,Brazil,Wide,
104420100,Lincoln,2013-01-25,Colombia,Wide,
104420100,Lincoln,2013-01-25,Ecuador,Wide,
104420100,Lincoln,2013-01-25,Estonia,Wide,
104420100,Lincoln,2013-01-25,Finland,Wide,
104420100,Lincoln,2013-01-25,Kenya,Wide,
104420100,Lincoln,2013-01-25,Sweden,Wide,
104420100,Lincoln,2013-01-25,United Kingdom,Wide,
104420100,Lincoln,2013-01-30,France,Wide,
104420100,Lincoln,2013-01-31,Bahrain,Wide,
104420100,Lincoln,2013-01-31,Croatia,Wide,
104420100,Lincoln,2013-01-31,Denmark,Wide,
104420100,Lincoln,2013-01-31,Hungary,Wide,
104420100,Lincoln,2013-01-31,Kuwait,Wide,
104420100,Lincoln,2013-01-31,Lebanon,Wide,
104420100,Lincoln,2013-01-31,Netherlands,Wide,
104420100,Lincoln,2013-01-31,New Zealand,Wide,
104420100,Lincoln,2013-01-31,Oman,Wide,
104420100,Lincoln,2013-01-31,Peru,Wide,
104420100,Lincoln,2013-01-31,Portugal,Wide,
104420100,Lincoln,2013-01-31,Qatar,Wide,
104420100,Lincoln,2013-01-31,United Arab Emirates,Wide,
104420100,Lincoln,2013-02-01,Central America,Wide,
104420100,Lincoln,2013-02-01,Iceland,Wide,
104420100,Lincoln,2013-02-01,Norway,Wide,
104420100,Lincoln,2013-02-01,Poland,Wide,
104420100,Lincoln,2013-02-01,Romania,Wide,
104420100,Lincoln,2013-02-01,South Africa,Wide,
104420100,Lincoln,2013-02-07,Argentina,Wide,
104420100,Lincoln,2013-02-07,Australia,Wide,
104420100,Lincoln,2013-02-07,Bolivia,Wide,
104420100,Lincoln,2013-02-08,India,Wide,
104420100,Lincoln,2013-02-08,Turkey,Wide,
104420100,Lincoln,2013-02-08,Uruguay,Wide,
104420100,Lincoln,2013-02-20,Egypt,Wide,
104420100,Lincoln,2013-02-20,Philippines,Wide,
104420100,Lincoln,2013-02-21,Hong Kong,Wide,
104420100,Lincoln,2013-02-21,Malaysia,Wide,
104420100,Lincoln,2013-02-21,Singapore,Wide,
104420100,Lincoln,2013-02-22,Lithuania,Wide,
104420100,Lincoln,2013-02-22,Taiwan,Wide,
104420100,Lincoln,2013-02-22,Venezuela,Wide,
104420100,Lincoln,2013-03-07,Serbia and Montenegro,Wide,
104420100,Lincoln,2013-03-15,Indonesia,Wide,
104420100,Lincoln,2013-03-28,Iraq,Wide,
104420100,Lincoln,2013-03-28,Thailand,Wide,
104420100,Lincoln,2013-04-05,Vietnam,Wide,
104420100,Lincoln,2013-04-19,Japan,Wide,
104430100,Nanny McPhee and the Big Bang,2010-08-20,North America,Wide,Universal
104440100,Dungeons & Dragons: Wrath of the Dragon God,2005-10-06,Kazakhstan,Wide,
104560100,Sex and the City 2,2010-05-27,North America,Wide,Warner Bros.
104690100,Preacher's Kid,2010-01-29,North America,Limited,Gener8xion Entertainment
104720100,Welcome,2010-05-07,North America,Limited,
104740100,Män som hatar kvinnor,2009-05-29,Canada,Limited,Alliance Films
104740100,Män som hatar kvinnor,2010-03-19,North America,Limited,Music Box Films
104890100,The Rum Diary,2011-10-28,North America,Wide,FilmDistrict
104890100,The Rum Diary,2012-04-05,Peru,Wide,
104890100,The Rum Diary,2012-04-19,Argentina,Wide,
104890100,The Rum Diary,2012-04-20,Brazil,Wide,
104890100,The Rum Diary,2012-04-24,Italy,Wide,
104890100,The Rum Diary,2012-05-04,Spain,Wide,
104890100,The Rum Diary,2012-06-28,Chile,Wide,
104890100,The Rum Diary,2012-06-30,Japan,Wide,
104890100,The Rum Diary,2012-08-02,Austria,Wide,
104890100,The Rum Diary,2012-08-02,Germany,Wide,
104890100,The Rum Diary,2012-09-06,Bolivia,Wide,
104890100,The Rum Diary,2012-10-19,Uruguay,Wide,
105000100,The Last Station,2010-01-15,North America,Limited,Sony Pictures Classics
105040100,Triangle,2018-08-29,South Korea,Wide,
105130100,Everybody's Fine,2009-12-04,North America,Wide,Miramax
105150100,Banlieue 13: Ultimatum,2010-02-05,North America,Limited,Magnolia Pictures
105240100,Inception,2010-07-16,North America,Wide,Warner Bros.
105240100,Inception,2010-07-16,North America,IMAX,Warner Bros.
105240100,Inception,2010-07-21,South Korea,Wide,
105240100,Inception,2010-07-22,Australia,Wide,
105270100,Zombieland,2009-10-02,North America,Wide,Sony Pictures
105280100,Death at a Funeral,2010-04-16,North America,Wide,Sony Pictures
105290100,Straw Dogs,2011-09-16,North America,Wide,Sony Pictures
105300100,The Smurfs,2011-07-29,North America,Wide,Sony Pictures
105300100,The Smurfs,2011-08-05,Turkey,Wide,
105300100,The Smurfs,2011-08-11,Serbia and Montenegro,Wide,
105300100,The Smurfs,2011-08-19,Lithuania,Wide,
105320100,Cop Out,2010-02-26,North America,Wide,Warner Bros.
105330100,The Damned United,2009-10-09,North America,Limited,Sony Pictures Classics
105360100,Daybreakers,2010-01-08,North America,Wide,Lionsgate
105370100,The Sorcerer's Apprentice,2010-07-14,North America,Wide,Walt Disney
105410100,Ramona and Beezus,2010-07-23,North America,Wide,20th Century Fox
105420100,Harry Potter and the Deathly Hallows: Part II,2011-07-13,Australia,Wide,
105420100,Harry Potter and the Deathly Hallows: Part II,2011-07-13,Italy,Wide,
105420100,Harry Potter and the Deathly Hallows: Part II,2011-07-15,Lithuania,Wide,
105420100,Harry Potter and the Deathly Hallows: Part II,2011-07-15,North America,Wide,Warner Bros.
105420100,Harry Potter and the Deathly Hallows: Part II,2011-07-15,North America,IMAX,Warner Bros.
105420100,Harry Potter and the Deathly Hallows: Part II,2013-07-13,South Korea,Wide,
105420100,Harry Potter and the Deathly Hallows: Part II,2016-10-21,Lithuania,Limited,
105420100,Harry Potter and the Deathly Hallows: Part II,2016-10-28,Russia (CIS),Wide,
105420100,Harry Potter and the Deathly Hallows: Part II,2018-09-02,North America,Limited,
105500100,Van Wilder: Freshman Year,2012-06-21,United Arab Emirates,Wide,
105550100,Little Fockers,2010-12-22,North America,Wide,Universal
105600100,Only the Brave,2010-05-28,North America,Limited,Indican Pictures
105680100,Freeze Frame,2004-12-10,North America,Limited,First Look
105950100,Motherhood,2009-10-23,North America,Limited,Freestyle Releasing
106090100,Lewis & Clark: Great Journey West,2002-04-20,North America,IMAX,
106310100,San suk si gin,2010-02-05,North America,Limited,Barking Cow Distribution
106370100,Hwa-ryeo-han hyuga,2007-07-25,South Korea,Wide,
106580100,Ender's Game,2013-10-25,United Kingdom,Wide,
106580100,Ender's Game,2013-10-31,Croatia,Wide,
106580100,Ender's Game,2013-10-31,Thailand,Wide,
106580100,Ender's Game,2013-10-31,United Arab Emirates,Wide,
106580100,Ender's Game,2013-11-01,North America,Wide,Lionsgate
106580100,Ender's Game,2013-11-01,North America,IMAX,Lionsgate
106580100,Ender's Game,2013-11-01,Romania,Wide,
106580100,Ender's Game,2013-11-01,Vietnam,Wide,
106580100,Ender's Game,2013-11-06,Belgium,Wide,
106580100,Ender's Game,2013-11-06,France,Wide,
106580100,Ender's Game,2013-11-07,Hong Kong,Wide,
106580100,Ender's Game,2013-11-07,Hungary,Wide,
106580100,Ender's Game,2013-11-07,Malaysia,Wide,
106580100,Ender's Game,2013-11-07,Portugal,Wide,
106580100,Ender's Game,2013-11-07,Singapore,Wide,
106580100,Ender's Game,2013-11-07,Ukraine,Wide,
106580100,Ender's Game,2013-11-08,Bulgaria,Wide,
106580100,Ender's Game,2013-11-08,Latvia,Wide,
106580100,Ender's Game,2013-11-08,Lithuania,Wide,
106580100,Ender's Game,2013-11-08,Spain,Wide,
